KER,EPI,DRM,DEJ
253.0,160.0,238.0,238.0
132.0,157.0,253.0,255.0
254.0,158.0,253.0,230.0
254.0,178.0,255.0,232.0
253.0,167.0,241.0,238.0
254.0,158.0,252.0,233.0
254.0,172.0,252.0,253.0
254.0,172.0,238.0,253.0
254.0,164.0,253.0,236.0
254.0,181.0,227.0,230.0
254.0,166.0,252.0,217.0
255.0,157.0,254.0,221.0
253.0,164.0,228.0,163.0
253.0,167.0,252.0,226.0
,165.0,254.0,253.0
,165.0,234.0,223.0
,158.0,253.0,253.0
,154.0,254.0,253.0
,162.0,253.0,253.0
,161.0,254.0,
,157.0,254.0,
,,253.0,
